"id","celebrate","main","cooked","stuffing","cranberry","gravy","brussel.sprouts","carrots","cauliflower","corn","cornbread","fruit.salad","green.beans","mac.n.cheese","mashed.potatoes","rolls","squash","salad","yams.sweet.potato","apple.pie","buttermilk.pie","cherry.pie","chocolate.pie","coconut.pie","keylime.pie","peach.pie","pecan.pie","pumpkin.pie","sweet.potato.pie","apple.cobbler","blondies","brownies","carrot.cake","cheesecake","cookies","fudge","ice.cream","peach.cobbler","pray","friendsgiving","black.friday","area.live","age","gender","income","DivName","celebrate01","gravy01","friendsgiving01","black.friday01","brussel.sprouts01","carrots01","cauliflower01","corn01","cornbread01","fruit.salad01","green.beans01","mac.n.cheese01","mashed.potatoes01","rolls01","squash01","salad01","yams.sweet.potato01","apple.pie01","buttermilk.pie01","cherry.pie01","chocolate.pie01","coconut.pie01","keylime.pie01","peach.pie01","pecan.pie01","pumpkin.pie01","sweet.potato.pie01","apple.cobbler01","blondies01","brownies01","carrot.cake01","cheesecake01","cookies01","fudge01","ice.cream01","peach.cobbler01"
4336726144,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","Vegetable salad","Yams/sweet potato casserole","Apple","","Cherry","","","","","","Pumpkin","","","","","","","","","","","Yes","No","No","Suburban","45 - 59","Male","$125,000 to $149,999","South Atlantic",1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336725284,"Yes","Turkey","Roasted","Bread-based","None","Yes","","Carrots","","","","","","","Mashed potatoes","","","","","Apple","","","","","","","","","","","","","Carrot cake","","","","","","No","No","No","Urban","60+","Male","$75,000 to $99,999","New England",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4336722668,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","Cherry","","","","","Pecan","Pumpkin","Sweet Potato","","","","","","","","","","Yes","No","Yes","Rural","30 - 44","Female","$25,000 to $49,999","South Atlantic",1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
4336722051,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","","","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","","Pumpkin","","","","","","Cheesecake","","","","","Yes","No","Yes","Urban","60+","Female","$50,000 to $74,999","East North Central",1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4336721418,"Yes","Turkey","Baked","Other (please specify)","None","Yes","","","","Corn","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","","Yams/sweet potato casserole","Apple","","Cherry","","","","","Pecan","Pumpkin","","","","","","","Cookies","","Ice cream","","Yes","No","No","Suburban","45 - 59","Female","$125,000 to $149,999","East North Central",1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
4336719997,"Yes","Turkey","Baked","Bread-based","None","No","","","","Corn","Cornbread","Fruit salad","","","Mashed potatoes","","","Vegetable salad","Yams/sweet potato casserole","Apple","","","","","","","","Pumpkin","Sweet Potato","","","Brownies","Carrot cake","Cheesecake","Cookies","","Ice cream","","Yes","No","No","Suburban","45 - 59","Female","$0 to $9,999","South Atlantic",1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0
4336719266,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","Brussel sprouts","","","","","","","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","Key lime","","","Pumpkin","","","","","","","","","Ice cream","","No","No","No","Suburban","45 - 59","Female","$200,000 and up","New England",1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4336717891,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","","Apple","","","","","","","","Pumpkin","","Apple cobbler","","","","","","","","","Yes","Yes","No","Suburban","30 - 44","Male","$150,000 to $174,999","Middle Atlantic",1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4336717466,"Yes","Turkey","Baked","Bread-based","None","Yes","","","Cauliflower","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","Vegetable salad","","Apple","","","","","","","","","","Apple cobbler","","","","","","","","","Yes","No","Yes","Urban","60+","Male","$25,000 to $49,999","East North Central",1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4336717454,"Yes","Turkey","Roasted","Bread-based","None","Yes","","","","","Cornbread","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","","Pumpkin","","","","","","","","","","","No","No","Yes","Suburban","30 - 44","Female","$125,000 to $149,999","South Atlantic",1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336714289,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","Carrots","","","","","","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","Pecan","Pumpkin","","","","","","","","","","","Yes","No","No","Suburban","45 - 59","Male","$125,000 to $149,999","South Atlantic",1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4336714072,"Yes","Other (please specify)","Other (please specify)","Bread-based","Canned","Yes","","","","Corn","","Fruit salad","Green beans/green bean casserole","Macaroni and cheese","","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","Pecan","Pumpkin","Sweet Potato","","","Brownies","","","","","","","Yes","No","No","Rural","30 - 44","Female","$25,000 to $49,999","South Atlantic",1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
4336713367,"Yes","Ham/Pork","Baked","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","Cherry","","","","","","Pumpkin","","","","","","","Cookies","","Ice cream","","No","","","","","","","",1,1,NA,NA,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4336711671,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","Corn","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","Pecan","Pumpkin","","Apple cobbler","","Brownies","","Cheesecake","Cookies","","Ice cream","","Yes","No","No","Rural","30 - 44","Male","$50,000 to $74,999","West North Central",1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0
4336707912,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","Macaroni and cheese","","Rolls/biscuits","Squash","","Yams/sweet potato casserole","","","","","","","","","","Sweet Potato","","","","","","","","","","Yes","No","No","Suburban","60+","Female","$25,000 to $49,999","East South Central",1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4336706821,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","Carrots","","Corn","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","","Yams/sweet potato casserole","Apple","","","","","","","Pecan","Pumpkin","Sweet Potato","","","","","Cheesecake","","","","","Yes","No","No","Rural","45 - 59","Male","$200,000 and up","New England",1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
4336706204,"No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30 - 44","Female","$75,000 to $99,999","Pacific",0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4336702108,"Yes","Turkey","I don't know","Bread-based","None","Yes","","","","Corn","","","","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","","Pumpkin","","","","","","","","","","","Yes","No","Yes","Rural","18 - 29","Male","$25,000 to $49,999","South Atlantic",1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336702007,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","","Apple","","","","","","","","Pumpkin","","","","","","","Cookies","","Ice cream","","No","No","No","Urban","30 - 44","Male","$150,000 to $174,999","West North Central",1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4336701807,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","","","","Mashed potatoes","","","","","Apple","","","","","","","","","","","","","","","","","Ice cream","","No","No","No","Suburban","45 - 59","Male","$150,000 to $174,999","West South Central",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4336701591,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","","Pumpkin","","","","","","Cheesecake","","","","","No","No","No","Urban","60+","Female","$75,000 to $99,999","New England",1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4336700179,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","Carrots","","Corn","Cornbread","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","","Yams/sweet potato casserole","Apple","","","","","","","Pecan","Pumpkin","","","","","Carrot cake","Cheesecake","","","Ice cream","Peach cobbler","No","Yes","No","Suburban","18 - 29","Female","$25,000 to $49,999","South Atlantic",1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
4336699442,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","Carrots","","","","","","","","","","Vegetable salad","Yams/sweet potato casserole","","","","","","","","","Pumpkin","","","","","","","","","","","No","No","No","Suburban","60+","Female","$150,000 to $174,999","Pacific",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336699080,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","Corn","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","","","","Yams/sweet potato casserole","Apple","","","","","","","","","","Apple cobbler","","","","","","","Ice cream","","No","No","No","Suburban","60+","Male","$100,000 to $124,999","Middle Atlantic",1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4336698057,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","","Pumpkin","Sweet Potato","","","","","","","","","","No","No","No","Suburban","60+","Male","$150,000 to $174,999","South Atlantic",1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4336697274,"Yes","Turkey","Baked","Bread-based","None","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","","","","","Apple","","","","","","","","Pumpkin","","","","","","","","","","","Yes","No","No","Suburban","45 - 59","Female","$150,000 to $174,999","West North Central",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336696561,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","Brussel sprouts","Carrots","Cauliflower","","","","","","Mashed potatoes","Rolls/biscuits","Squash","","","Apple","","","","","","","","Pumpkin","","","","","","","Cookies","","","","Yes","No","No","Suburban","18 - 29","Female","$10,000 to $24,999","New England",1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4336692873,"Yes","Tofurkey","Baked","None","Homemade","No","Brussel sprouts","Carrots","","","","","","","Mashed potatoes","","Squash","","","","","","","","","","Pecan","Pumpkin","","","","","","","","","Ice cream","","No","No","Yes","Suburban","60+","Female","$25,000 to $49,999","Middle Atlantic",1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4336692199,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","","Carrots","","Corn","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","","Yams/sweet potato casserole","Apple","","","","","","","","Pumpkin","","","","","","","","","","","Yes","No","No","Suburban","60+","Male","$100,000 to $124,999","East North Central",1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336690603,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","Corn","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","Pecan","Pumpkin","","","","","","","","","Ice cream","","Yes","No","No","Suburban","60+","Male","$100,000 to $124,999","East North Central",1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4336689196,"Yes","Turkey","Roasted","Bread-based","None","Yes","","","","Corn","","","","","Mashed potatoes","Rolls/biscuits","","","","","","","","","","","Pecan","Pumpkin","","","","","","","","","","","No","No","No","Rural","45 - 59","Female","$50,000 to $74,999","South Atlantic",1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4336688947,"Yes","Turkey","Baked","Bread-based","Homemade","Yes","Brussel sprouts","Carrots","Cauliflower","","Cornbread","","","","Mashed potatoes","","","","","Apple","","Cherry","","","","","","","","","","Brownies","Carrot cake","","","","","","No","No","Yes","Suburban","45 - 59","Male","$150,000 to $174,999","Middle Atlantic",1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4336681909,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","Corn","Cornbread","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","","Apple","","Cherry","","","","","Pecan","Pumpkin","","","","","","","","","Ice cream","","No","No","No","Suburban","18 - 29","Female","$10,000 to $24,999","East North Central",1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4336681398,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","","","","","","Mashed potatoes","Rolls/biscuits","","Vegetable salad","","","","","","","","","","Pumpkin","","","","","","","","","","","No","No","No","Suburban","45 - 59","Male","$125,000 to $149,999","South Atlantic",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336679323,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","Corn","","","Green beans/green bean casserole","","","Rolls/biscuits","","","Yams/sweet potato casserole","","","Cherry","","","","","","Pumpkin","","","","","","","","","","","Yes","No","No","Rural","60+","Male","$100,000 to $124,999","South Atlantic",1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336679318,"No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45 - 59","Female","Prefer not to answer","South Atlantic",0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4336678787,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","Corn","","Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","Key lime","","","Pumpkin","","","","","","","","","Ice cream","","Yes","No","No","Suburban","18 - 29","Male","$50,000 to $74,999","West North Central",1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4336675538,"Yes","Turkey","Baked","Bread-based","Homemade","Yes","","Carrots","","Corn","","","","","Mashed potatoes","Rolls/biscuits","Squash","Vegetable salad","","Apple","","","","","","","Pecan","Pumpkin","","","","","","","","","Ice cream","","Yes","No","No","Suburban","45 - 59","Male","$75,000 to $99,999","West North Central",1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4336674655,"Yes","Turkey","Baked","Bread-based","None","Yes","","","","","","","","","","Rolls/biscuits","","Vegetable salad","","Apple","","","","","","","","Pumpkin","","","","","","","Cookies","","Ice cream","","Yes","No","No","Rural","45 - 59","Female","$100,000 to $124,999","East North Central",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4336671419,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","","Cornbread","","","Macaroni and cheese","","","","","Yams/sweet potato casserole","","","","","","","","","Pumpkin","Sweet Potato","","","","","Cheesecake","","","","Peach cobbler","Yes","Yes","Yes","Suburban","60+","Female","$25,000 to $49,999","South Atlantic",1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
4336670313,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","","Yams/sweet potato casserole","Apple","","","","","","","Pecan","Pumpkin","","","","","","","","","","","No","No","No","Suburban","45 - 59","Male","$50,000 to $74,999","East North Central",1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4336670027,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","","Apple","","","","","","","Pecan","Pumpkin","","","","","","","","","","","No","No","No","Suburban","45 - 59","Female","$25,000 to $49,999","East North Central",1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4336665828,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","Cornbread","","Green beans/green bean casserole","","Mashed potatoes","","","","Yams/sweet potato casserole","","","","","","","","","Pumpkin","","","","","","","","","","","No","No","Yes","Suburban","60+","Female","$75,000 to $99,999","Mountain",1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336665636,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","","Cornbread","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","Vegetable salad","Yams/sweet potato casserole","Apple","","","","","","","","","Sweet Potato","Apple cobbler","","","","","","","Ice cream","","No","No","No","Rural","60+","Female","$75,000 to $99,999","South Atlantic",1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4336665537,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","Brussel sprouts","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","","Yams/sweet potato casserole","Apple","","","","","","Peach","","Pumpkin","","","","","","","","","","Peach cobbler","No","No","No","Rural","60+","Male","$200,000 and up","New England",1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4336665417,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","Carrots","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","","Pumpkin","","","","","","","","","","","No","No","No","Suburban","45 - 59","Female","$200,000 and up","Middle Atlantic",1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336662967,"Yes","I don't know","I don't know","None","None","Yes","","","","","","","Green beans/green bean casserole","","","","","","","","","","","","","","","","Sweet Potato","","","","","","","","","Peach cobbler","Yes","Yes","Yes","Rural","30 - 44","Male","$0 to $9,999","",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4336660983,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","","Carrots","Cauliflower","","Cornbread","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","","Pumpkin","Sweet Potato","","","","","","","","","","Yes","No","No","Rural","60+","Male","$25,000 to $49,999","West South Central",1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4336660839,"Yes","Chicken","Other (please specify)","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","","","","","","","","","","","Pumpkin","","","","","","","","","","","No","No","No","Suburban","60+","Male","$200,000 and up","Middle Atlantic",1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336659450,"No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45 - 59","Female","$25,000 to $49,999","South Atlantic",0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4336657464,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","Carrots","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","Pecan","Pumpkin","","","","","","Cheesecake","Cookies","","","","Yes","No","No","Suburban","60+","Female","Prefer not to answer","South Atlantic",1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
4336654576,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","Carrots","","","Cornbread","Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","Vegetable salad","","Apple","","","Chocolate","","","","","Pumpkin","","","","","","","","","","","Yes","No","No","Suburban","60+","Female","Prefer not to answer","West North Central",1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4336653814,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","Brussel sprouts","Carrots","","","","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","Squash","","Yams/sweet potato casserole","","Buttermilk","","","","","","Pecan","Pumpkin","","","","","","Cheesecake","","","","","No","No","Yes","Suburban","30 - 44","Female","$75,000 to $99,999","East South Central",1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4336651539,"Yes","Roast beef","Roasted","Rice-based","Canned","Yes","","","","","Cornbread","","","","","","","","","","","","","","Key lime","","","","","","","","","","Cookies","","","","No","Yes","Yes","Rural","60+","Male","$25,000 to $49,999","South Atlantic",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4336650950,"No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18 - 29","Female","$25,000 to $49,999","East North Central",0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4336650379,"No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18 - 29","Male","$25,000 to $49,999","Pacific",0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4336646584,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","","","","Corn","","Fruit salad","","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","","Pumpkin","","","","","","","","","Ice cream","","No","No","No","Suburban","60+","Female","$25,000 to $49,999","Middle Atlantic",1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4336644693,"Yes","Turkey","Baked","Bread-based","None","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cheesecake","","","","Peach cobbler","Yes","Yes","Yes","Urban","45 - 59","Female","$25,000 to $49,999","West South Central",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4336643754,"Yes","Turkey","Baked","None","Canned","Yes","","","","","","","","Macaroni and cheese","","","","","","","","","Chocolate","","","","","","","","","","","Cheesecake","","","","","Yes","Yes","No","Urban","18 - 29","Male","Prefer not to answer","South Atlantic",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4336643722,"Yes","Turkey","Other (please specify)","Bread-based","Homemade","Yes","","","","Corn","Cornbread","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","","Yams/sweet potato casserole","","","","Chocolate","","","","Pecan","","","","","","","","Cookies","","","","Yes","Yes","No","Suburban","30 - 44","Female","$150,000 to $174,999","West South Central",1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4336643107,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","","Pumpkin","","","","","","","","","","","No","No","No","Rural","45 - 59","Female","$25,000 to $49,999","East North Central",1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
